,Position,date,persName,roleName
1209,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1991-1994,Gordon M. Baker,
1210,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1994-1997,Charles D.S. Drace-Francis,C.M.G.
1211,Head of West Indies Department (West Indies and Atlantic Department from 1971 until 1998; merged with Latin America Department),1997-1998,Stephen E. Bradley,
1212,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",1969-1970,Thomas R.M. Sewell,
1213,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",1970-1973,Charles S. Roberts,C.M.G.
1214,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",1973-1977,Myles P. Preston,
1215,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",1977-1979,John W.R. Shakespeare,"C.M.G., L.V.O."
1216,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",1979-1982,Alan J. Payne,C.M.G.
1217,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",1982-1984,Bryan O. White,
1218,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",1984-1987,David Joy,C.B.E.
1219,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",1987-1990,Sir A. Leycester S. Coltman,"K.B.E., C.M.G."
1220,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",2005-,Andrew Allen,
1221,"Head of Mexico and Central American Department (from 1982 until 1990; Caribbean Department from 1969 until 1977; Mexico and Caribbean Department from 1977 until 1982; merged with South American Department in 1990; Caribbean, Mexico and Central America from 2005)",2009-2012,Jeremy Pilmore-Bedford,
1222,Head of Gibraltar and South Atlantic Department (from 1968 until 1971; Dependent Territories General Department from 1971 until 1972; Gibraltar and General Department from 1972 until disestablished in 1977),1968-1970,John S. Bennett,C.M.G.
1223,Head of Gibraltar and South Atlantic Department (from 1968 until 1971; Dependent Territories General Department from 1971 until 1972; Gibraltar and General Department from 1972 until disestablished in 1977),1970-1971,Ian B. Watt,C.M.G.
1224,Head of Gibraltar and South Atlantic Department (from 1968 until 1971; Dependent Territories General Department from 1971 until 1972; Gibraltar and General Department from 1972 until disestablished in 1977),1971-1973,John D.B. Shaw,M.V.O.
1225,Head of Gibraltar and South Atlantic Department (from 1968 until 1971; Dependent Territories General Department from 1971 until 1972; Gibraltar and General Department from 1972 until disestablished in 1977),1973-1975,John S. Champion,"C.M.G., O.B.E."
1226,Head of Gibraltar and South Atlantic Department (from 1968 until 1971; Dependent Territories General Department from 1971 until 1972; Gibraltar and General Department from 1972 until disestablished in 1977),1975-1977,E.G. (Toby) Lewis,"C.M.G., O.B.E."
1227,Head of Atlantic and Indian Ocean Department (from 1971 until 1972),1971-1972,Ian B. Watt,C.M.G.
1228,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),1982-1985,Andrew E. Palmer,"C.M.G., C.V.O."
1229,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),1985-1987,Sir Adrian J. Beamish,K.C.M.G.
1230,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),1987-1990,David E. Tatham,C.M.G.
1231,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),1990-1992,Merrick S. Baker-Bates,C.M.G.
1232,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),1992-1995,Peter M. Newton,
1233,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),1995-1997,Anthony J. Longrigg,C.M.G.
1234,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),1997-2001,C. John B. White,
1235,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),2001-2004,Alan E. Huckle,
1236,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),2004-2006,Anthony C. Crombie,O.B.E.
1237,Head of South Atlantic and Antarctic Department (Falkland Islands Department from 1982 until 1990; Overseas Territories from 1997),2011-2014,Martin Longden,
1238,Head of African Department (established in 1893 ot of the former Consular and African Department with responsibility for West and South Africa; disestablished in 1913; re-established in 1948 and assumed the responsibilities of the Egyptian Department; Egypt transferred to Levant Department in 1958; North and East African Department from 1961 until 1968; North African from 1968 until 1972),1893-1894,Sir H. Percy Anderson,"K.C.B., K.C.M.G."
1239,Head of African Department (established in 1893 ot of the former Consular and African Department with responsibility for West and South Africa; disestablished in 1913; re-established in 1948 and assumed the responsibilities of the Egyptian Department; Egypt transferred to Levant Department in 1958; North and East African Department from 1961 until 1968; North African from 1968 until 1972),1894-1900,Sir Clement L. Hill,"K.C.B., K.C.M.G."
1240,Head of African Department (established in 1893 ot of the former Consular and African Department with responsibility for West and South Africa; disestablished in 1913; re-established in 1948 and assumed the responsibilities of the Egyptian Department; Egypt transferred to Levant Department in 1958; North and East African Department from 1961 until 1968; North African from 1968 until 1972),1900-1904,Harry de la R. B. Farnall,"C.B., C.M.G."
1241,Head of African Department (established in 1893 ot of the former Consular and African Department with responsibility for West and South Africa; disestablished in 1913; re-established in 1948 and assumed the responsibilities of the Egyptian Department; Egypt transferred to Levant Department in 1958; North and East African Department from 1961 until 1968; North African from 1968 until 1972),1904-1909,Edward A. Waldron Clarke,
1242,Head of African Department (established in 1893 ot of the former Consular and African Department with responsibility for West and South Africa; disestablished in 1913; re-established in 1948 and assumed the responsibilities of the Egyptian Department; Egypt transferred to Levant Department in 1958; North and East African Department from 1961 until 1968; North African from 1968 until 1972),1909-1913,Rt. Hon. Sir John A.C. Tilley,"G.C.M.G., G.C.V.O., C.B."
1243,Head of African Department (established in 1893 ot of the former Consular and African Department with responsibility for West and South Africa; disestablished in 1913; re-established in 1948 and assumed the responsibilities of the Egyptian Department; Egypt transferred to Levant Department in 1958; North and East African Department from 1961 until 1968; North African from 1968 until 1972),1948-1950,Sir George L. Clutton,K.C.M.G.
1244,Head of African Department (established in 1893 ot of the former Consular and African Department with responsibility for West and South Africa; disestablished in 1913; re-established in 1948 and assumed the responsibilities of the Egyptian Department; Egypt transferred to Levant Department in 1958; North and East African Department from 1961 until 1968; North African from 1968 until 1972),1950-1953,Sir Roger Allen,K.C.M.G.
1245,Head of African Department (established in 1893 ot of the former Consular and African Department with responsibility for West and South Africa; disestablished in 1913; re-established in 1948 and assumed the responsibilities of the Egyptian Department; Egypt transferred to Levant Department in 1958; North and East African Department from 1961 until 1968; North African from 1968 until 1972),1953-1954,E. Basil Boothby,C.M.G.
